isbn;title;pages;category;author;publisher
0440184622;Tai-Pan;734;Fiction;james clavell;Dell
067102423X;Bag Of Bones;732;Fiction;stephen king;Pocket
0764548077;Python 2.1 Bible;731;Computers;dave brueck;Wiley
0764506765;Internet All In One Desk Reference For Dummies;730;Computers;john r. levine;John Wiley  Sons
0764506765;Internet All In One Desk Reference For Dummies;730;Computers;doug lowe;John Wiley  Sons
0764506765;Internet All In One Desk Reference For Dummies;730;Computers;greg harvey;John Wiley  Sons
0764506765;Internet All In One Desk Reference For Dummies;730;Computers;peter weverka;John Wiley  Sons
0764506765;Internet All In One Desk Reference For Dummies;730;Computers;lee musick;John Wiley  Sons
156592469X;Running Linux;730;Computers;matt welsh;"O'Reilly"
0782123813;Cisco Certified Network Associate Study Guide;729;Computer Networks;james chellis;Sybex
0553582747;From The Corner Of His Eye;729;Fiction;dean ray koontz;Bantam Books
0226348121;Philosophies Of Art And Beauty;728;Philosophy;albert hofstadter;University Of Chicago Press
0226348121;Philosophies Of Art And Beauty;728;Philosophy;richard kuhns;University Of Chicago Press
0130471771;Core Java 2;728;Computers;gary cornell;Prentice Hall Ptr
0525943706;Journals Of Ayn Rand;727;Philosophy;ayn rand;Dutton Books
042510107X;Red Storm Rising;725;Fiction;tom clancy;Berkley Publishing Group
156592567X;Writing Apache Modules With Perl And C;724;Computers;lincoln stein;"O'Reilly  Associates"
156592567X;Writing Apache Modules With Perl And C;724;Computers;doug maceachern;"O'Reilly  Associates"
0380715899;A Soldier Of The Great War;723;Fiction;mark helprin;Avon Books
0515126985;"In Danger'S Path";723;Fiction;w. e. b. griffin;Jove Books
0764534130;Windows 2000 Secrets;721;Computers;brian livingston;John Wiley  Sons
0764534130;Windows 2000 Secrets;721;Computers;bruce kratofil;John Wiley  Sons
0440226449;Freedomland;721;Fiction;richard price;Dell Publishing Company
0060005424;Lirael;720;Fiction;garth nix;Harpertrophy
013083808X;E-Business With Net.Commerce;718;Computers;samantha shurety;Prentice Hall Ptr
0782123228;Oracle Programming With Visual Basic;715;Computers;nick snowdon;Sybex
0672304643;Teach Yourself Unix In A Week;714;Computers;dave taylor;Sams
0596003323;Office X For Macintosh;714;Computers;tonya engst;Pogue Press
0596003323;Office X For Macintosh;714;Computers;david reynolds;Pogue Press
1880418568;Wolves Of The Calla;714;Fiction;stephen king;Donald M. Grant/Scribner
0345443020;Perdido Street Station;710;Fiction;china miéville;Del Rey Books
0375703764;"Mark Z. Danielewski'S House Of Leaves";709;Fiction;mark z. danielewski;Pantheon Books
0201407213;Mfc Internals;709;Computers;george shepherd;Addison-Wesley Professional
0201407213;Mfc Internals;709;Computers;scot wingo;Addison-Wesley Professional
1565927184;Learning Java. Version 1.3, Included Cd-Rom;706;Java (Computer Program Language);jonathan knudsen;"O'Reilly"
0446516570;Up Country;706;Fiction;nelson demille;Warner Books
0743436601;The Women Of Primrose Creek (Omnibus);704;Fiction;linda lael miller;Pocket
0553262564;The Aquitaine Progression;704;Fiction;robert ludlum;Bantam Books
0312989202;Finding You/Knowing You;704;Fiction;maureen child;"St. Martin'S Paperbacks"
0312989385;The Janson Directive;704;Fiction;robert ludlum;"St. Martin'S Paperbacks"
0735711356;Inside Asp.Net;704;Computers;scott worley;Que
0743424425;The Shining;704;Fiction;stephen king;Pocket
1861003293;Professional Biztalk;703;Computers;stephen mohr;Wrox Press Inc
1565924665;Windows 2000 Performance Guide;700;Computers;odysseas pentakalos;"O'Reilly"
0672310694;Teach Yourself C In 21 Days;699;C (Computer Program Language);peter g. aitken;Sams
0672304678;"Sybase Developer'S Guide";698;Computers;daniel worden;Sams
0440132789;Evergreen;698;Fiction;belva plain;Dell
0782122213;Mcse Nt Server 4 In The Enterprise Study Guide;697;Computers;lisa donald;Sybex Inc
0782122213;Mcse Nt Server 4 In The Enterprise Study Guide;697;Computers;james chellis;Sybex Inc
0782126979;Nt Server 4 In The Enterprise Study Guide;697;Computers;lisa donald;Sybex Inc
0782126979;Nt Server 4 In The Enterprise Study Guide;697;Computers;james chellis;Sybex Inc
0451179188;The Throat;697;Fiction;peter straub;Signet Book
0764530798;Discover Office 97;696;Computers;"shelley o'hara";John Wiley  Sons Inc
0764530798;Discover Office 97;696;Computers;julia kelly;John Wiley  Sons Inc
0072127171;Oracle8I Backup & Recovery;695;Computers;rama velpuri;Mcgraw-Hill Osborne Media
0451179803;Spandau Phoenix;695;Fiction;greg iles;Signet Book
0812510011;N-Space;693;Fiction;larry niven;Tor Science Fiction
1882419529;"The Microsoft Exchange User'S Handbook";692;Computers;sue mosher;29Th Street Press
0451180232;Nightmares & Dreamscapes;692;Fiction;stephen king;Signet Book
0553252704;The Parsifal Mosaic;692;Fiction;robert ludlum;Bantam Books
8448112296;Desarrollo Y Gestión De Proyectos Informáticos;691;Computers;steve mcconnell;Mcgraw-Hill/Spanish Imports
0735710902;Python Web Programming;691;Computers;steve holden;Sams
0735710902;Python Web Programming;691;Application Software;steve holden;Sams
0735710902;Python Web Programming;691;Web Sites;steve holden;Sams
0735710902;Python Web Programming;691;Internet Programming;steve holden;Sams
0735710902;Python Web Programming;691;Python;steve holden;Sams
0735710902;Python Web Programming;691;Computers;david m. beazley;Sams
0735710902;Python Web Programming;691;Application Software;david m. beazley;Sams
0735710902;Python Web Programming;691;Web Sites;david m. beazley;Sams
0735710902;Python Web Programming;691;Internet Programming;david m. beazley;Sams
0735710902;Python Web Programming;691;Python;david m. beazley;Sams
0553292455;Servant Of The Empire;691;Fiction;janny wurts;Bantam
0735609993;Mcse Training Kit;691;Computers;microsoft corporation;Microsoft Press
0596004893;Programming C#;689;Computers;jesse liberty;"O'Reilly"
0064472051;The Hounds Of The Morrigan;688;Fiction;"pat o'shea";Harpertrophy
0425122123;Clear And Present Danger;688;Fiction;tom clancy;Berkley Publishing Group
0671024248;Hearts In Atlantis;688;Fiction;stephen king;Pocket
0688171877;"Ahab'S Wife";688;Fiction;sena jeter naslund;William Morrow
0316852570;The Hope;688;Fiction;herman wouk;Little, Brown
0760010706;Java Programming;687;Computers;joyce farrell;Course Technology
0756401356;The War Of The Flowers;686;Fiction;tad williams;Daw Books
0735607958;Desktop Applications With Microsoft Visual C++ 6.0;685;Computers;microsoft corporation;Microsoft Press
0072130903;Viruses Revealed;683;Computers;urs e. gattiker;Mcgraw-Hill Osborne Media
0782122205;Mcse.;683;Computer Networks;james chellis;Sybex
0782122205;Mcse.;683;Computer Networks;charles perkins;Sybex
0782122205;Mcse.;683;Computer Networks;matthew strebe;Sybex
0553582755;One Door Away From Heaven;681;Fiction;dean koontz;Bantam Books
0672316382;Sams Teach Yourself Java 2 In 21 Days;680;Computers;laura lemay;Macmillan Computer Pub
0030334365;Understanding Computers;679;Computers;charles s. parker;Course Technology
0030334365;Understanding Computers;679;Computers;deborah morley;Course Technology
0596005164;The Complete Freebsd;679;Computers;greg lehey;"O'Reilly"
0072121432;Solaris 8;678;Computers;paul a. watters;Mcgraw-Hill Osborne Media
0553278118;Doctors;678;Fiction;erich segal;Bantam Books
0521635039;Quantum Computation And Quantum Information;676;Computers;michael e. nielsen;Cambridge University Press
0451457765;Tigana: Anniversary Edition;676;Fiction;guy gavriel kay;Roc
0553561189;Mistress Of The Empire;676;Fiction;janny wurts;Bantam
0140271562;Tommo & Hawk;675;Adventure Stories;bryce courtenay;Penguin Books
0451451155;Tigana;673;Fiction;guy gavriel kay;Roc
0375712925;The Emperor Of Ocean Park : A Novel;672;Fiction;stephen l. carter;Vintage Books Usa
0743412346;Sir Apropos Of Nothing;672;Fiction;peter david;Pocket
0812515595;People Of The Silence;672;Fiction;"kathleen o'neal gear";Tor Books
0812515595;People Of The Silence;672;Fiction;w. michael gear;Tor Books
0812545591;The Soprano Sorceress;672;Fiction;l. e. modesitt  jr.;Tor Fantasy
0312982518;The Sigma Protocol;672;Fiction;robert ludlum;"St. Martin'S Paperbacks"
0380761483;So Worthy My Love;672;Fiction;kathleen e. woodiwiss;Avon
0380769840;Ashes In The Wind;672;Fiction;kathleen e. woodiwiss;Avon
0060512822;Poisonwood Bible;672;Fiction;barbara kingsolver;Harpertorch
0440204194;Firefly Summer;672;Fiction;maeve binchy;Dell
0446604143;Master & Fool;672;Fiction;j. v. jones;Warner Books
0812589823;Bone Walker;672;Fiction;"kathleen o'neal gear";Tor Books
0812589823;Bone Walker;672;Fiction;w. michael gear;Tor Books
0070691967;Structured Cobol;670;Computers;tyler welburn;Mcgraw-Hill/Irwin
0070691967;Structured Cobol;670;Computers;wilson price;Mcgraw-Hill/Irwin
0201539926;C Plus Plus Programming Language;669;Computers;bjarne stroustrup;Addison-Wesley
2253144452;La Révolution Des Fourmis;669;Fiction;bernard werber;Lgf
0765305224;Naked Empire;667;Fiction;terry goodkind;Tor Books
0071345345;Visual Basic 6 Bootcamp All-In-One Certification Exam Guide;665;Computers;scot hillier;Mcgraw-Hill Osborne Media
0782141110;Dreamweaver Mx / Fireworks Mx Savvy;665;Computers;christian crumlish;Sybex Books
0130981389;The Magic Garden Explained;664;Computers;berny goodheart;Prentice Hall
0789546515;Microsoft Office 2000;664;Computers;gary b. shelly;Course Technology
0553566032;The Scorpio Illusion;664;Fiction;robert ludlum;Bantam Books
0312954468;River God;664;Fiction;wilbur smith;"St. Martin'S Press"
0553287737;The Bourne Ultimatum;662;Fiction;robert ludlum;Bantam Books
0137669658;Core Java 1.1: Advanced Features;661;Computers;gary cornell;Prentice Hall Ptr
059600348X;Windows Xp Pro;658;Computers;l. j. zacker;Pogue Press
0375413634;The Emperor Of Ocean Park;657;Fiction;stephen l. carter;Alfred A. Knopf
0804109176;And The Sea Will Tell;657;Fiction;vincent bugliosi;Ivy Books
0804109176;And The Sea Will Tell;657;Fiction;bruce b. henderson;Ivy Books
0345356578;A Man Rides Through;657;Fiction;stephen r. donaldson;Del Rey Books
0553580752;The Guinness Book Of World Records 1999;656;Reference;guinness world records;Bantam Books
0471168963;The Cgi/Perl Cookbook;656;Computers;matthew wright;Wiley
0451196864;Not Between Brothers;656;Fiction;d. marion wilkinson;Signet Book
0886775426;The Dragon Token;656;Fiction;melanie rawn;Daw Books
0446602450;Spencerville;656;Fiction;nelson demille;Warner Books
0099743914;The Magus;656;British;john fowles;Vintage Books Usa
0812570812;Rhapsody;656;Fiction;elizabeth haydon;Tor Fantasy
0130402648;Database System Implementation;653;Computers;jennifer widom;Prentice Hall
1565922182;Tcl/Tk Tools;653;Computers;mark harrison;"O'Reilly"
1565922182;Tcl/Tk Tools;653;Computers;john k. ousterhout;"O'Reilly"
156205791X;Networking With Microsoft Tcp/Ip;652;Computer Networks;drew heywood;New Riders Publishing
156205791X;Networking With Microsoft Tcp/Ip;652;Computer Networks;rob scrimger;New Riders Publishing
1565926218;Python Programming On Win32;652;Computers;mark hammond;"O'Reilly"
0619064609;The Web Warrior Guide To Web Design Technologies;650;Computers;joel sklar;Course Technology
0764533568;Flash 4 Bible;648;Computers;jon warren lentz;John Wiley  Sons
0764548573;Zope Bible;648;Computers;michael bernstein;Wiley
0764548573;Zope Bible;648;Computers;coedit development team;Wiley
1556159005;Rapid Development;647;Computers;steve mcconnell;Microsoft Press
1568301774;Internet Starter Kit For Windows;646;Computers;michael a. simon;Hayden Books
8466305033;La Carta Esférica;646;Fiction;arturo pérez-reverte;Santillana Usa Publishing Company
1565921496;Programming Perl;646;Computers;collectif ;"O'Reilly"
1565921496;Programming Perl;646;Computers;randal l. schwartz;"O'Reilly"
1565921496;Programming Perl;646;Computers;tom christiansen;"O'Reilly"
0140151028;The Portable Beat Reader;645;Fiction;ann charters;Penguin Books
0763705373;Programming In C++;645;Computers;mark r. headington;Jones  Bartlett Publishers
0345407288;My American Journey;644;Autobiography;joseph e. persico;Ballantine Books
0345407288;My American Journey;644;Biography;joseph e. persico;Ballantine Books
0142002798;Mary, Called Magdalene;641;Fiction;margaret george;Penguin Books
047135614X;Designing Web-Based Training;640;Computers;william horton;Wiley
0345334531;The Feast Of All Saints;640;Fiction;anne rice;Ballantine Books
0060508302;Angels Everywhere;640;Fiction;debbie macomber;Avon Books
0449208133;"Lucifer'S Hammer";640;Fiction;larry niven;Fawcett Books
0449208133;"Lucifer'S Hammer";640;Fiction;jerry pournelle;Fawcett Books
0446353205;The Charm School;640;Fiction;nelson demille;Warner Books
0812571118;Hope Of Earth;640;Fiction;piers anthony;Tor Fantasy
044021288X;Deadly Rich;640;Fiction;edward stewart;Dell
0380720817;Clockers;640;Fiction;richard price;Avon
0805331409;C By Dissection;639;Computers;al kelley;Addison-Wesley Pub Co
0805331409;C By Dissection;639;Computers;ira pohl;Addison-Wesley Pub Co
0789729423;Get More Out Of Your Pc And Add-Ons;638;Computers;walter glenn;Que
0789729423;Get More Out Of Your Pc And Add-Ons;638;Computers;tom bunzel;Que
0345444388;The Scar;638;Fiction;china miéville;Del Rey
1558605584;Introduction To Data Compression;636;Computers;khalid sayood;Morgan Kaufmann Publishers
0886777712;"King'S Dragon";636;Fiction;kate elliott;Daw Books
0425191184;Red Rabbit;636;Fiction;tom clancy;Berkley Publishing Group
1565925807;Docbook: The Definitive Guide;635;Computers;norman walsh;"O'Reilly"
0782120571;Mastering Codewarrior For Windows 95/Nt;634;Computers;jim trudeau;Sybex Inc
0789715163;Using Microsoft Outlook 98;634;Computers;gordon padwick;Que
0789715163;Using Microsoft Outlook 98;634;Computers;bill ray;Que
0134808800;Unix For Programmers And Users;633;Operating Systems (Computers);graham glass;Prentice Hall
1565923588;Vb & Vba In A Nutshell;633;Computers;paul lomax;"O'Reilly"
0619019689;New Perspectives On Creating Web Pages With Html;632;Computers;patrick carey;Course Technology
0619019689;New Perspectives On Creating Web Pages With Html;632;Computers;joan carey;Course Technology
1565925653;Photoshop In A Nutshell;632;Computers;"donnie o'quinn";"O'Reilly"
0071352015;Build Your Own Pentium Iii Pc;631;Computers;aubrey pilgrim;Mcgraw-Hill Osborne Media
0387978844;Nextstep Programming;631;Computers;simson garfinkel;Springer-Verlag Telos
0425104273;The First Deadly Sin;630;Fiction;lawrence sanders;Berkley Publishing Group
0130333514;Linux;630;Computers;paul sheer;Prentice Hall
0965126811;The Myths That Divide Us;629;Philosophy;john perazzo;World Studies Books
0768912032;Master The Gmat Cat 2004;629;Computers;thomas h. martinson;Arco
0393311147;Sacred Hunger;629;Fiction;barry unsworth;W. W. Norton  Company
0782119719;Mcse--Networking Essentials Study Guide;628;Computers;james chellis;Sybex
0782119719;Mcse--Networking Essentials Study Guide;628;Computers;charles l. perkins;Sybex
0782119719;Mcse--Networking Essentials Study Guide;628;Computers;charles perkins;Sybex
0782119719;Mcse--Networking Essentials Study Guide;628;Computers;matthew strebe;Sybex
0140045295;Sometimes A Great Notion;628;Fiction;ken kesey;Penguin Books
0345346971;The Mirror Of Her Dreams;627;Fiction;stephen r. donaldson;Del Rey
0786918071;Dragons Of A Fallen Sun;627;Fiction;margaret weis;Wizards Of The Coast
0786918071;Dragons Of A Fallen Sun;627;Fiction;tracy hickman;Wizards Of The Coast
0449214265;The Physician;627;Fiction;noah gordon;Fawcett Books
076682909X;Flash 5;627;Computers;james l. mohler;Onword Press
0553563386;"It Doesn'T Take A Hero";625;Autobiography;peter petre;Bantam Books
0553563386;"It Doesn'T Take A Hero";625;Biography;peter petre;Bantam Books
0072133252;Oracle Security Handbook;624;Computers;aaron newman;Mcgraw-Hill Osborne Media
0345421620;The Demon Awakens;624;Fiction;r. a. salvatore;Del Rey Books
0380789035;American Gods;624;Fiction;neil gaiman;Harpertorch
0446605980;The Last Day;624;Fiction;glenn kleier;Warner Vision
0375504397;Black House;624;Fiction;stephen king;Random House Trade
0375504397;Black House;624;Fiction;peter straub;Random House Trade
0312924801;September;624;Fiction;rosamunde pilcher;"St. Martin'S Press"
